zip_code_prefix,lat,lng,n_points
1331,-23.56266441471218,-46.64999665805783,106
1332,-23.559568587578646,-46.65245164487606,92
1333,-23.56643505240895,-46.64756359661896,124
1401,-23.575807250351687,-46.6586546272466,83
1402,-23.574837390049076,-46.65739203989358,74
1403,-23.56875503877107,-46.65340944414581,281
1404,-23.568544733628446,-46.65578027665806,86
1405,-23.564762579634394,-46.65513838518373,121
1406,-23.574814338967826,-46.67029927274052,44
1407,-23.576111884428947,-46.67139205737759,99
1408,-23.56711189502811,-46.66081341581779,121
1409,-23.56146082458661,-46.6582620039177,182
1410,-23.562831445869627,-46.66092524802457,123
1411,-23.56424786754298,-46.66405956794994,112
1412,-23.563651580737666,-46.66602412107524,19
1413,-23.561814504124452,-46.664033954271915,39
1414,-23.559623493719684,-46.663496455320605,121
1415,-23.55609171648326,-46.660462198375534,319
1416,-23.560692913961415,-46.6676885326705,143
1417,-23.55277885309958,-46.63393189503633,86
1418,-23.56411614903987,-46.65527239864379,64
1419,-23.563541620009783,-46.655949613048826,177
1420,-23.563435490498804,-46.657916039196984,167
1421,-23.563299264968794,-46.66015369245716,110
1422,-23.563961910707366,-46.661132368415885,149
1423,-23.5691451171934,-46.65734766505131,208
1424,-23.568041456805936,-46.66139884320943,136
1425,-23.57289853249542,-46.65924739236762,130
1426,-23.56586039709828,-46.666031696326776,55
1427,-23.571044764791594,-46.664068614217655,38
1428,-23.573938872860044,-46.66232632374679,12
1429,-23.576384455529094,-46.662900007074334,11
1430,-23.65614006235602,-46.66250204609212,11
1431,-23.620388779836066,-46.66476818452366,13
1432,-23.576485879805993,-46.6657860583567,19
1433,-23.57840745461661,-46.66837295595987,27
1434,-23.574646544842807,-46.672377399015254,29
1435,-23.579321845605374,-46.67017866896868,76
1436,-23.57245538592821,-46.66798871616942,14
1437,-23.5721412540443,-46.67150329618942,3
1438,-23.569803708774252,-46.67226487905968,10
1439,-23.566289488092035,-46.673571417782284,8
1440,-23.568289458157125,-46.67817024606098,24
1441,-23.570603894261335,-46.68373209675989,21
1442,-23.566530732061704,-46.67861605515884,30
1443,-23.568268938910105,-46.68450786333133,39
1444,-23.573235541829785,-46.68752695447545,19
1445,-23.57103798335723,-46.6880680072701,21
1446,-23.575583788550983,-46.675498893884544,20
1447,-23.572786809489713,-46.67888556258398,14
1448,-23.578237896388124,-46.6798226933562,29
1449,-23.57611691772789,-46.67995669824681,31
1450,-23.576453178872974,-46.68518508958671,29
1451,-23.577435950107763,-46.68698984950365,183
1452,-23.574996445978105,-46.68887938403559,153
1453,-23.584059003974733,-46.686376108944685,117
1454,-23.582376976278088,-46.68670275509791,98
1455,-23.5805541360028,-46.69112136854047,161
1456,-23.576839765441044,-46.690987249007264,32
1457,-23.575237809829588,-46.69270350960497,27
1472,-23.57054369248079,-46.69129667943905,5
1489,-23.57664998889148,-46.68740004775216,4
1501,-23.552469356196873,-46.63548543836741,39
1502,-23.55460594212854,-46.635492561139046,16
1503,-23.557709002952702,-46.63676937101554,61
1504,-23.566860580458098,-46.63950529622234,108
1505,-23.55526761118644,-46.63182476204627,10
1506,-23.559558667862476,-46.635032185031825,36
1507,-23.558146418434657,-46.63176589052542,42
1508,-23.56142363121043,-46.63583005941286,95
1509,-23.567010080253134,-46.6357981412501,92
1510,-23.55760216498659,-46.63361528281082,38
1511,-23.561456812728604,-46.63294793571508,73
1512,-23.55371720607981,-46.629499097304134,83
1513,-23.548914356972645,-46.60384461609752,24
1514,-23.55437781878454,-46.628337768628526,43
1516,-23.559073244239702,-46.615479964241814,36
1517,-23.559613278440462,-46.624003480698924,16
1518,-23.559209262391253,-46.62318692012759,23
1519,-23.56092636240119,-46.62475706787166,24
1520,-23.559378269055898,-46.62016401941447,91
1521,-23.561174444941713,-46.62150903166886,38
1522,-23.559920265800766,-46.61598186753573,41
1523,-23.564203478452267,-46.61689706470856,45
1524,-23.567783274833246,-46.61340053805785,31
1525,-23.564028977467743,-46.634953911249525,104
1526,-23.565952267759908,-46.630943918566196,132
1527,-23.56243917352596,-46.62919220917374,84
1528,-23.564770045306158,-46.627165924834166,48
1529,-23.56843915687453,-46.634555491641365,151
1530,-23.56894449806347,-46.63008918820539,80
1531,-23.570760627713355,-46.632425247383914,80
1532,-23.570534217612966,-46.6361118769605,198
1533,-23.57116812309982,-46.638364543350306,72
1534,-23.56754359015962,-46.626085143450275,80
1535,-23.572433214905786,-46.625241361882196,88
1536,-23.56903213145491,-46.623436273556386,97
1537,-23.57442284838845,-46.623137264431584,44
1538,-23.576312823278336,-46.623629347944245,28
1539,-23.5711528559151,-46.62043601303771,36
1540,-23.565851346289616,-46.62258150860084,34
1541,-23.56925274057871,-46.61861697305809,35
1542,-23.57106582708015,-46.62406014113324,49
1543,-23.573720975073687,-46.62387176826929,51
1544,-23.577255432718097,-46.62163174221563,84
1545,-23.58097414309849,-46.61831033162644,46
1546,-23.579039318151207,-46.62195565179699,55
1547,-23.5829939617234,-46.62112676164033,29
1548,-23.576927145286824,-46.613420785200006,77
1549,-23.576317533999337,-46.615586656693765,72
1550,-23.57305660659289,-46.616150545611475,35
1551,-23.572737912267932,-46.61268007361107,38
1552,-23.56949069519509,-46.611321773237286,59
1553,-23.57448792318107,-46.60919807994077,10
2009,-23.515799103830265,-46.64113909097136,1
2010,-23.51056158921295,-46.62635497331379,27
2011,-23.5043850341285,-46.626621045901096,17
2012,-23.513066026188508,-46.63196817761764,42
2013,-23.5022061742251,-46.63311453979948,117
2016,-23.50398483876719,-46.6256721599388,42
2017,-23.500742944360795,-46.63469457728485,91
2018,-23.49570370617884,-46.62970690460869,74
2019,-23.49826308491997,-46.629651561730405,22
2020,-23.496468603688918,-46.63329280565478,90
2021,-23.498309141177288,-46.6358858984643,101
2022,-23.50407390342452,-46.63767093473863,144
2028,-23.508702544567765,-46.61833692171872,9
2029,-23.509362078522784,-46.61934355300127,25
2030,-23.505871338521406,-46.62468256911272,5
2031,-23.510062708819763,-46.6257781627838,6
2032,-23.511068260729207,-46.62384982222437,8
2033,-23.499900453395483,-46.61504999074923,58
2034,-23.504072876495652,-46.62414421625581,42
2035,-23.496211310932598,-46.62282500873062,51
2036,-23.501744307143422,-46.6208028623093,47
2037,-23.49971822107626,-46.620555045277534,56
2038,-23.495237528059075,-46.62416228233207,42
2039,-23.493025095973085,-46.621603479583534,31
2040,-23.48965996001442,-46.62257166509295,55
2041,-23.490626476607115,-46.62307980262542,33
2042,-23.494233904442233,-46.616377152437465,40
2043,-23.489943419781984,-46.61612445688869,60
2044,-23.495724717630402,-46.618787965852384,27
2045,-23.49614649201779,-46.616402919178896,30
2046,-23.492280455300875,-46.61176940207568,29
2047,-23.51721555382505,-46.61867396387229,6
2049,-23.514166590335094,-46.61736559414439,2
2050,-23.51734415478188,-46.61213522693959,44
2051,-23.509988340079175,-46.60776441539105,24
2052,-23.512974466155033,-46.607783784796915,9
2053,-23.513227598850428,-46.602792691111006,20
2054,-23.51719550809534,-46.60669921220444,34
2055,-23.514029731318836,-46.60712616164343,21
2056,-23.512302133311653,-46.60278807725412,19
2060,-23.51900515519527,-46.602860931821475,34
2064,-23.517676960434017,-46.597964629407336,18
2065,-23.507711240884003,-46.605369299131056,26
2066,-23.508643305017994,-46.605295668815735,74
2067,-23.506720281053298,-46.6036534199635,40
2068,-23.5051325062282,-46.61237532076288,49
2069,-23.505534343983758,-46.613927707539226,19
2071,-23.504278758029912,-46.606427672351096,30
2072,-23.500164927840164,-46.60405533511347,69
2073,-23.501832028037192,-46.60713393030522,34
2074,-23.50521986198309,-46.60044750495475,39
2075,-23.505454220429975,-46.60232703217921,71
2076,-23.504660529782434,-46.59909846180968,30
2077,-23.502316162953978,-46.59729440070282,29
2078,-23.50224822474882,-46.59560967129785,41
2079,-23.499287714127018,-46.60578507967237,28
2080,-23.497670419903162,-46.605361571706716,12
2081,-23.495841332603625,-46.60469932466566,17
2082,-23.49459706456804,-46.60716679313656,56
2083,-23.49532145559458,-46.59793556042434,64
2084,-23.497275216798545,-46.59974305553181,24
2085,-23.497952682648496,-46.6129677377595,15
2088,-23.50424025971884,-46.620742066583865,1
2089,-23.51709448459233,-46.616673100755904,2
2110,-23.519097465042975,-46.59553885431606,18
2111,-23.51764300121214,-46.5927568776476,37
2112,-23.517448624283094,-46.59045121964739,46
2113,-23.517720495682244,-46.589226620340014,24
2114,-23.522317926702854,-46.590614833179444,39
2115,-23.526589649122574,-46.59169265929573,25
2116,-23.520110678826004,-46.585240043057325,13
2117,-23.51865496410495,-46.59365984819463,40
2118,-23.515006511347323,-46.592774634882375,16
2119,-23.51220780313036,-46.59263904944159,29
2120,-23.51082440244575,-46.593885760245776,27
2121,-23.512229069220233,-46.58968331880412,19
2122,-23.511966093580153,-46.58386437718144,33
2123,-23.511838083991446,-46.579442496039015,23
2124,-23.50697691302585,-46.57712086357543,76
2125,-23.50983995240275,-46.58680335489369,32
2126,-23.506898021382856,-46.59175114788354,23
2127,-23.50559796845306,-46.587265741108666,45
2128,-23.50501951707933,-46.593942564083434,23
2129,-23.50371906481274,-46.588291028965315,25
2130,-23.50846749738403,-46.58356366642944,49
2131,-23.504328811869534,-46.58250945058416,58
2132,-23.501320929534863,-46.57765662787875,47
2133,-23.499081224420927,-46.584724768458415,34
2134,-23.498613267408857,-46.57978572229729,33
2135,-23.49793218940606,-46.584612291700225,33
2136,-23.498754324236273,-46.58237728186106,25
2137,-23.49795326926181,-46.57611869717361,7
2138,-23.493463862708566,-46.57451697635212,31
2139,-23.49046826593474,-46.57353020032567,14
2141,-23.488986884986794,-46.57065328067549,36
2142,-23.510198710701715,-46.576717815473344,5
2143,-23.507217446152126,-46.574967125819924,27
2144,-23.50369564795767,-46.570756169824115,15
2145,-23.50235732946796,-46.56625930442225,3
2146,-23.50095702331352,-46.57088226395057,1
2147,-23.498361926574916,-46.565166700263546,2
2150,-23.49403466917498,-46.568633209704345,15
2151,-23.496962716414327,-46.56955259688864,9
2152,-23.49736136522832,-46.572231727088045,12
2161,-23.490165194182673,-46.569283719186814,45
2162,-23.49065321384101,-46.56283078535538,5
2166,-23.525209057038595,-46.58402154568834,17
2167,-23.522695763662153,-46.581619908769134,67
2168,-23.520605527352913,-46.579503398158735,10
2169,-23.549584845417158,-46.62029999286664,45
2170,-23.525644299521662,-46.57701341026048,8
2174,-23.522923542862056,-46.57242472056035,20
2175,-23.515886694400297,-46.574891587302986,4
2176,-23.513598902883622,-46.5730652850043,21
2177,-23.50873433614695,-46.5585298971563,10
2178,-23.521664986950224,-46.570523876507146,28
2179,-23.520410060508965,-46.568235339069005,42
2180,-23.519210706362006,-46.56595570648479,32
2181,-23.51868747737037,-46.56102075954839,29
2185,-23.51469915477194,-46.56748610841784,51
2186,-23.51405620319808,-46.5690600622993,41
2187,-23.515871385977842,-46.56490977736317,15
2188,-23.509466194005064,-46.566981988420444,16
2189,-23.507787143908224,-46.567467709487815,14
2190,-23.5071480542849,-46.563973154457386,22
2201,-23.486228925529456,-46.592006127066036,62
2202,-23.49304868290792,-46.59481549706722,32
2203,-23.491870834979036,-46.59134807783873,32
2204,-23.48741125450329,-46.59216239463687,40
2205,-23.48798815884837,-46.59119431348124,30
2206,-23.48462056971313,-46.59404547791869,34
2207,-23.485985491921372,-46.588188764979016,12
2208,-23.483015536791733,-46.58951864576982,34
2209,-23.485125790212173,-46.58537751870623,54
2210,-23.48255993586803,-46.582102339606315,55
2211,-23.4973990036863,-46.59360543538115,25
2212,-23.495647470348985,-46.58925913931688,17
2213,-23.496166309003108,-46.58812570952549,18
2214,-23.49285143776326,-46.58679821915495,24
2215,-23.49075874535679,-46.58336932471797,42
2216,-23.49305791256633,-46.57978444125483,22
2217,-23.490353655303622,-46.58017565573049,43
2218,-23.486787085002945,-46.58480845970803,27
2219,-23.490776738309957,-46.5859266188746,55
2220,-23.489760624425745,-46.5776765153455,66
2221,-23.481505719547886,-46.5814202328246,37
2222,-23.48255551983193,-46.57558643715371,36
2223,-23.48163665026994,-46.58016703941922,63
2224,-23.484505055041186,-46.57377385004951,35
2225,-23.48272229501907,-46.575106892239695,56
2226,-23.480130351279403,-46.573621873819185,63
2227,-23.478725053779495,-46.57237400394174,70
2228,-23.475495630292396,-46.5715415501341,29
2229,-23.476573316835694,-46.56882032587766,50
2230,-23.483775068199005,-46.56365865538831,45
2231,-23.47687573682863,-46.56526256366798,18
2232,-23.475701389862248,-46.56397251801403,25
2233,-23.477656119687406,-46.56457732269159,26
2234,-23.47853873640821,-46.56954461942566,48
2235,-23.479332643151153,-46.575940355471346,27
2236,-23.472602604059695,-46.568159955945426,40
2237,-23.513120629647762,-46.58647209667304,8
2238,-23.471205040999266,-46.57158333882553,62
2239,-23.485303280703725,-46.609059830413436,15
2240,-23.477885628196898,-46.602211847348045,5
2241,-23.49066870653631,-46.60743925992832,51
2242,-23.487614708512766,-46.60399102375177,79
2243,-23.491618476616694,-46.60386922937252,63
2244,-23.488514873849837,-46.60486616491588,89
2245,-23.48477659087994,-46.60659423636554,46
2246,-23.488711898944423,-46.601687298155454,16
2247,-23.486067152325234,-46.60124172356028,32
2248,-23.48317934819255,-46.59943326870149,34
2249,-23.48887564674339,-46.597088983102225,25
2250,-23.486516506481184,-46.59621632352811,40
2251,-23.477521390725276,-46.59033969656587,43
2252,-23.47874415112702,-46.58831651709553,15
2253,-23.479354242089904,-46.59550028538906,13
2254,-23.481247005440782,-46.59340498656687,54
2255,-23.476900639653298,-46.591937735170696,29
2256,-23.475325486280003,-46.58721405336572,47
2257,-23.472896055236582,-46.583176593543165,37
2258,-23.475983214969727,-46.58190463603528,30
2259,-23.471752671094716,-46.580964673989804,44
2260,-23.469197012597697,-46.57960857271054,38
2261,-23.467505149821427,-46.577296212716455,34
2262,-23.46551592940762,-46.574828828447714,22
2263,-23.46347817391784,-46.57580822260589,24
2264,-23.46233583222787,-46.57655861353626,11
2265,-23.474254219342594,-46.5920253605626,35
2266,-23.477148867774364,-46.59818684545332,29
2267,-23.478736970872518,-46.60073592895293,20
2268,-23.469811281575684,-46.59488942723797,25
2269,-23.47208025174721,-46.595977288016584,14
2270,-23.472487631945604,-46.593039910178874,26
2271,-23.46969889118785,-46.58996021925599,36
2272,-23.469253640421556,-46.58668000150149,19
2273,-23.463513771636936,-46.586237323090096,45
2274,-23.46705177563329,-46.58792075620118,16
2275,-23.465700020271463,-46.59026923297839,27
2276,-23.46119305435284,-46.58409760247099,53
2277,-23.46367386503303,-46.5817825928042,7
2278,-23.462796772074114,-46.579624510066914,33
2279,-23.466873495666775,-46.58000203721854,39
2280,-23.455896277911645,-46.575161628150674,16
2281,-23.45198742890589,-46.57510493774136,53
2282,-23.44306660990033,-46.56777480774579,9
2284,-23.46970319641185,-46.56868272083551,5
2286,-23.40858677491484,-46.57960324340701,1
2288,-23.433725580177743,-46.57085753408755,8
2289,-23.41849789635874,-46.582687664273806,5
2290,-23.600461999607678,-46.65531792495907,3
2301,-23.488663858002383,-46.61501892936472,57
2302,-23.48603650517337,-46.61401078807773,26
2303,-23.48200957368023,-46.61050117980293,47
2304,-23.480823705875945,-46.60545933153238,4
2305,-23.480094457602288,-46.60676524219523,7
2306,-23.46336881154139,-46.603478416618415,73
2307,-23.480890537528317,-46.607276642692305,28
2308,-23.476417941223545,-46.604210368193165,71
2309,-23.47567347689037,-46.60473542606709,45
2310,-23.472814658449074,-46.600729145013894,108
2311,-23.4691228896165,-46.60167950362949,42
2312,-23.464805059922664,-46.59871241697143,34
2313,-23.463955418022827,-46.599899697845366,34
2314,-23.462064417366527,-46.599347717327156,30
2315,-23.45999643122022,-46.59974970395199,41
2316,-23.46226583678213,-46.59383968992664,51
2317,-23.45811932550877,-46.593167466510984,43
2318,-23.45085923626503,-46.59011057457601,77
2319,-23.44972136038604,-46.59336446361453,47
2320,-23.45135041804102,-46.59842363518738,22
2321,-23.44720245920557,-46.58897798076898,24
2322,-23.44570552343754,-46.59369913299051,40
2323,-23.45632474871195,-46.60109652657752,56
2324,-23.47795550890625,-46.59847671510719,48
2325,-23.45353681848212,-46.58604068922076,23
2326,-23.47221830106892,-46.6024734008622,28
2327,-23.4472095087831,-46.56667831327356,21
2328,-23.51891636478149,-46.597306882292315,12
2329,-23.48360275125004,-46.6066769879875,17
2330,-23.48555369372784,-46.61749060119429,58
2331,-23.4839241728734,-46.61622563477963,33
2332,-23.48271441228537,-46.62155343982422,44
2333,-23.48067042467005,-46.62137685302423,24
2334,-23.48399524579755,-46.61958399301968,55
2335,-23.483362773855806,-46.617055295327404,55
2336,-23.481297618595413,-46.616939978784735,51
2337,-23.47870480306975,-46.614513396023284,24
2338,-23.47549861453998,-46.61812677962586,11
2339,-23.477588961157334,-46.615247302560746,16
2340,-23.459604818253922,-46.61571276329235,48
2341,-23.465235627066534,-46.615475558502155,37
2342,-23.47383686606938,-46.61059399785839,36
2343,-23.468573669859765,-46.605456120792205,12
2344,-23.46931158161913,-46.610305088387726,40
2345,-23.46884421165266,-46.61523997261246,29
2346,-23.471228484637717,-46.60823078789643,21
2347,-23.464036814263682,-46.607255081725235,28
2348,-23.46053550596322,-46.611074256410596,29
2349,-23.459790579302037,-46.60444123792383,26
2350,-23.460724077996765,-46.6016047944519,32
2351,-23.45494410609724,-46.59970792586279,16
2352,-23.454383193070022,-46.59624051557273,34
2353,-23.452628659785415,-46.60534520521928,17
2354,-23.455025746216513,-46.60431346669781,26
2355,-23.45470653310775,-46.61140407247261,26
2356,-23.450973625996323,-46.61218071978756,31
2357,-23.44743061592135,-46.61396278005333,49
2358,-23.45444747938124,-46.60875824890609,29
2359,-23.44588174360123,-46.61923035751618,3
2360,-23.436841799653443,-46.57774432064989,10
2361,-23.43666388027887,-46.581489780273046,16
2362,-23.47923482606581,-46.57963323557619,14
2363,-23.432328025304585,-46.576089588461336,27
2364,-23.433946553560627,-46.58107272782646,12
2365,-23.445699933359347,-46.58188635586065,29
2366,-23.467732746409897,-46.6105450979245,33
2367,-23.462270277161405,-46.59380392478858,44
2368,-23.40383591429107,-46.578095015905866,12
2370,-23.462827497476777,-46.621804750826065,15
2371,-23.45901472098675,-46.618676577171286,13
2372,-23.46009453860665,-46.62462503200484,43
2373,-23.45486213553573,-46.61725337322244,16
2374,-23.454766956700237,-46.62144325386925,80
2375,-23.45367712624098,-46.62503391014358,24
2376,-23.457618907473137,-46.62810512762748,23
2377,-23.45681436635574,-46.631813155616335,32
2378,-23.457394076448413,-46.62966644468638,50
2401,-23.491724436850326,-46.626771324989775,85
2402,-23.490333607900936,-46.62712160939033,157
2403,-23.493992216184438,-46.62835871344506,75
2404,-23.491261472058344,-46.62898231747276,97
2405,-23.489489892090063,-46.632858014850086,40
2406,-23.488006971283674,-46.63010416827912,63
2407,-23.484875111923653,-46.62457520306331,49
2408,-23.48252299767236,-46.627289763075396,44
2409,-23.47824424090556,-46.62488291727544,34
2410,-23.475816671784948,-46.62302829333571,67
2411,-23.475647989606813,-46.6243233037533,29
2413,-23.48294043270338,-46.63702493446731,32
2415,-23.471948352737527,-46.631370260204655,129
2416,-23.477719255325276,-46.628170058826655,29
2417,-23.47762645429373,-46.63014548000352,59
2418,-23.470550272349133,-46.629061771599964,25
2419,-23.477060130884052,-46.64012871725215,16
2420,-23.47418698892084,-46.636393838272056,71
2421,-23.473691873398092,-46.632663392877234,56
2422,-23.471748790241357,-46.636773176700274,112
2423,-23.468374956100263,-46.633410041508924,42
